key	en	official_zh	revised_zh
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.407	A sealed letter is set upon the sill of the hall door, in a fine old hand, the wax stamped with a crow. It carries no clock, and it will keep in your satchel until you answer it. It reads: "To whoever has come up my crag, and there have been a number. You will have been told in the village that I keep this valley. It is truer to say that the valley and I were shut in together, and that I have been the only one of us able to do anything about it. Four things may be done in my hall tonight and I have thought about all four for three hundred years. Burn me and the Vale keeps its mist and loses its lord, which is the answer the village would give if the village were asked. Bring up what the abbot's chapel was built to hold and let the morning in, if you have found it and if you can carry it. Take the ring off my hand and the seat at my table and keep the Vale as it must be kept, if you have learned that the house keeps to a hand and not to a man. Or read out the name I was christened before ever there was a count here, if the abbey wrote it down and you have read it. I commend the choosing to you. I have had no one to commend it to before."	大厅门槛上放着一封封好的信，旧体字优美，蜡印是一只乌鸦。它没有时限，会留在信袋里，直到你回答。信中写道：「致登上我山崖的人，此前已有不少。村里想必告诉你，是我把这山谷关住。更准确地说，是我与山谷一同被关进来，而我们之中，只有我曾能为此做些什么。今夜在我的大厅里，可以做四件事，我已经将它们想了三百年。烧死我，谷地便留下雾、失去领主，若问村里，这就是他们的回答。若你找到了院长礼拜堂本为供奉之物，也拿得动，就把它带上来，让清晨进门。若你已明白宅邸服从执事之手，而非某一个人，就取下我手上的戒指，坐上我桌旁的主位，照它必须被照管的方式守住谷地。或者，若修道院写过、你也读过，就念出此地尚无伯爵时我受洗的名字。我将选择托付给你。此前，我从未有过可以托付的人。」	大厅门槛上放着一封封好的信，一手古雅好字，蜡印是一只乌鸦。它没有时限，会留在信囊里，直到你回答。信中写道：「致登上我山崖的人，此前已有不少。村里想必告诉你，是我把这山谷关住。更准确地说，是我与山谷一同被关进来，而我们之中，一向只有我能对此有所作为。今夜在我的大厅里，可以做四件事，我已经将它们想了三百年。烧死我，谷地便留下雾、失去领主，若问村里，这就是他们的回答。若你找到了院长礼拜堂本为供奉之物，也拿得动，就把它带上来，让清晨进门。若你已明白宅邸认的是那只手，而非那个人，就取下我手上的戒指，坐上我桌旁的主位，照它必须被照管的方式守住谷地。或者，若修道院写过、你也读过，就念出此地尚无伯爵时我受洗的名字。我将选择托付给你。此前，我从未有过可以托付的人。」
narrative.away.progress.descent.and.dispatches.buyCrate.003	The crate holds a smaller crate, and within that, only straw. The deep keeps its bargains poorly.	木箱里还有一个小木箱，里面只有稻草。你付的钱换来了两个空箱子。	木箱里套着个小木箱，小木箱里只有稻草。深处做买卖，向来不大讲信用。
narrative.away.progress.descent.and.dispatches.closeStandingAtRetirement.001	One choice went unanswered to the last: {markup1}{value1}{markup2}. The matter has taken the first road, which is always the safe one, and the Guild has entered it so.	一项选择始终未获答复：{markup1}{value1}{markup2}。公会已采用安全的第一项，并据此登记。	一项选择直到最后仍未获答复：{markup1}{value1}{markup2}。此事已走第一条路——第一条路向来是安全的——公会已照此登记。
narrative.away.progress.descent.and.dispatches.closeStandingAtRetirement.002	{value1} choices went unanswered to the last, and the Guild has taken the first road upon each of them, which is always the safe one, and entered them so. They stand in your Story under the Guild's own hand.	共有{value1}项选择始终未获答复。公会逐项采用安全的第一项，并将结果记入剧情，署上公会的名义。	共有{value1}项选择直到最后仍未获答复。公会逐项替你走了第一条路——第一条路向来是安全的——并照此登记。它们留在剧情中，由公会亲笔署名。
narrative.away.progress.descent.and.dispatches.displayFate.001	This letter keeps. A crowded satchel never settles it, and it stands in your Story until you answer it or the chronicle closes.	这封信会保留。信袋拥挤也不会替你作答，它会留在剧情中，直到你回答或本次纪事结束。	这封信会保留。信囊拥挤也不会替你作答，它会留在剧情中，直到你回答或本部纪事结束。
narrative.away.progress.descent.and.dispatches.extra.FATE_EVENTS.012	 If the face is of no interest, the drill yard stands open instead: a season of drill for one hand of your choosing, worth up to two rungs of study, once in a chronicle and this one is unspent.	若你不想换这个帮手，也可选训练场服务：任选一个帮手操练一季，最多提升两级学识。每次纪事限一次，本次尚未使用。	若你不想换这个帮手，也可选训练场服务：任选一个帮手操练一季，最多提升两级学识。每部纪事限一次，本次尚未使用。
narrative.away.progress.descent.and.dispatches.extra.FATE_EVENTS.015	the drill yard has already had its season of your strength this chronicle.	本次纪事的训练季名额已经用过。	本部纪事的训练季名额已经用过。
narrative.away.progress.descent.and.dispatches.extra.STORY_EVENTS.012	 Your own working flickers with the lamps: {value1} gutters like a candle under a cup.	 你的法术也随灯火闪烁：{value1}像扣在杯底的烛火一样摇曳。	 你的术法也随灯火闪烁：{value1}像扣在杯下的烛火一样摇曳欲灭。
narrative.away.progress.descent.and.dispatches.extra.catchupFigures.003	 gold earned while away (before spending)	金币所得	金币（离线所得，未计支出）
narrative.away.progress.descent.and.dispatches.extra.catchupFigures.004	{"select":"count.plural","cases":{"one":" gold piece earned while away (before spending)","other":" gold pieces earned while away (before spending)"}}	{"select":"count.plural","cases":{"one":"枚金币所得","other":"枚金币所得"}}	{"select":"count.plural","cases":{"one":"枚金币（离线所得，未计支出）","other":"枚金币（离线所得，未计支出）"}}
narrative.away.progress.descent.and.dispatches.extra.critSaid.002	A nineteen, counted for a twenty upon your papers	依你的证件，将19计作20	掷出19，依你的证件记作20
narrative.away.progress.descent.and.dispatches.extra.outSay.006	 The offer stands upon your {value1}, {value2}{value3} would be taken back onto the Guild's general strength, with thanks for good service{value4} The new hireling takes the departing hand's rank, up to its own rank limit, and the Guild enters it in the book upon the spot.	这份提议将替换你现有的{value1}{value2}。{value3}公会会感谢原帮手的效力，并将其调回公会总名册。{value4}新雇员继承离队雇员的等级，但不超过自己的等级上限。公会当场将其记入册中。	这份提议将替换你现有的{value1}{value2}。{value3}公会会感谢原帮手的效力，并将其调回公会总名册。{value4}新帮手继承离队帮手的等级，但不超过自己的等级上限。公会当场将其记入册中。
narrative.away.progress.descent.and.dispatches.extra.showAwayReport.006	Gold earned while away (before spending)	所得金币	离线所得金币（未计支出）
narrative.away.progress.descent.and.dispatches.fateAutoAnswer.001	The Guild answers the road for you: {value1} the first road, which is always the safe one.	公会替你答复了选择：{value1}安全的第一项。	公会替你择定了路：{value1}第一条路，向来是安全的那条。
narrative.away.progress.descent.and.dispatches.offerShrine.001	You have not fifteen gold to give, and the shrine keeps its silence.	你拿不出十五枚金币，神龛未赐下祝福。	你拿不出十五枚金币，神龛默然无应。
